Run,Event,E1,px1 ,py1,pz1,pt1,eta1,phi1,Q1,E2,px2,py2,pz2,pt2,eta2,phi2,Q2,M
147048,458092153,30.0209,5.60294,4.96286,-29.0729,7.48484,-2.06625,0.724892,1,94.9359,18.1389,19.2892,-91.1687,26.4781,-1.94999,0.816123,-1,2.0809
146514,512900945,66.6536,-6.00174,-18.4372,-63.7711,19.3895,-1.90606,-1.8855,1,19.8335,0.503777,-6.54009,-18.7174,6.55946,-1.77107,-1.49392,1,4.64492
146437,77839377,5.07472,-3.27361,1.12049,-3.71225,3.46006,-0.931983,2.81181,1,15.3772,-11.2421,5.99682,-8.60892,12.7415,-0.632612,2.65156,-1,2.26064
146436,96516581,11.1172,-3.94078,-2.8365,10.0008,4.85545,1.47002,-2.51771,1,30.5062,-10.6608,-12.1487,25.8724,16.163,1.24936,-2.29105,-1,2.80202
146436,96711119,3.97046,0.147853,-3.18644,2.36416,3.18987,0.686049,-1.52443,1,30.1236,10.9087,-24.6858,13.3807,26.9886,0.477443,-1.1547,-1,3.92367
147222,289504151,6.05935,4.54175,-0.912519,-3.90583,4.63251,-0.765997,-0.198278,1,21.5803,13.9636,-9.64865,-13.3277,16.9729,-0.721098,-0.60465,1,3.60071
147222,7261646,41.4977,-22.5594,-13.6252,32.0544,26.3548,1.02634,-2.59826,1,5.21724,-1.73441,-2.75162,4.07922,3.25263,1.05017,-2.13321,-1,4.27265
147222,141471133,4.29804,-3.56094,0.250648,-2.39376,3.56975,-0.628388,3.07132,-1,22.3923,-14.1195,-3.95817,-16.9229,14.6638,-0.986226,-2.86828,-1,3.5908
147222,143018262,11.8377,2.0096,3.17879,11.2245,3.76074,1.81358,1.00704,-1,57.6785,8.30044,11.2339,55.9617,13.9677,2.09629,0.934453,1,2.12214
147222,143147633,104.71,16.4224,-19.9345,-101.475,25.8279,-2.07732,-0.881698,-1,13.2061,0.966371,-3.72905,-12.6317,3.85223,-1.90319,-1.31723,-1,4.64764
147222,237442765,8.7122,0.937816,-3.4045,7.96444,3.53131,1.55234,-1.302,-1,20.8966,-0.331634,-11.1539,17.6677,11.1589,1.24009,-1.60052,1,2.71273
147222,67456278,18.2374,-3.48534,-13.7484,11.4646,14.1833,0.739147,-1.81907,-1,4.28463,-1.14383,-3.88405,1.40137,4.04897,0.339544,-1.85719,1,3.06209
147222,276363887,23.2822,-0.379862,-6.12971,-22.4576,6.14147,-2.0079,-1.63269,1,24.3417,-2.88297,-5.33479,-23.5743,6.06395,-2.06709,-2.06625,1,2.64992
147222,90997406,7.79756,7.32201,-0.824903,2.55139,7.36833,0.339694,-0.112188,-1,16.777,16.5481,0.808375,2.64112,16.5678,0.158745,0.0488112,1,2.67685
147222,65283400,40.5566,13.27,11.0375,-36.7004,17.2603,-1.49873,0.69381,1,12.9571,2.29937,5.55609,-11.4773,6.01309,-1.40206,1.17841,1,4.98707
147222,66569101,17.4122,-8.44481,7.65657,13.1624,11.399,0.986641,2.40511,1,4.61678,-1.52122,3.42235,2.69963,3.74521,0.669642,1.98906,-1,3.40731
147222,20651469,80.8316,-18.5484,-10.1952,-78.0113,21.1657,-2.01553,-2.63902,1,22.6316,-4.43711,-4.53672,-21.7237,6.34585,-1.94443,-2.3451,-1,3.49288
147222,21117940,22.6351,-7.24792,-8.91514,-19.5023,11.4896,-1.29949,-2.25341,-1,12.6774,-5.23148,-2.75467,-11.2143,5.91241,-1.39648,-2.65693,1,3.39872
147222,20768303,16.0897,8.90625,-8.53185,10.3327,12.3334,0.761895,-0.763932,-1,10.7402,4.70409,-7.75052,5.75788,9.06637,0.598673,-1.02529,1,3.25277
147222,21839692,43.9545,10.8372,-19.6896,37.7739,22.475,1.291,-1.06765,-1,9.87347,1.12258,-2.85511,9.38475,3.06788,1.83695,-1.19618,1,4.71221
147222,185753798,22.9106,-14.4091,10.4678,-14.4119,17.81,-0.739838,2.51332,1,6.14935,-3.82118,3.92094,-2.79987,5.47496,-0.491381,2.34331,-1,2.97691
147222,187332818,12.2061,-0.515514,3.05632,-11.806,3.09949,-2.04732,1.73789,-1,49.2185,5.9587,11.2916,-47.5337,12.7674,-2.02526,1.08523,1,4.03562
147222,188877945,8.71059,-1.29764,4.27275,-7.4789,4.46545,-1.28799,1.86565,1,19.1413,-8.3306,7.77411,-15.3803,11.3945,-1.10845,2.39073,-1,3.91845
147222,189064748,19.8952,-6.59612,-12.8216,13.7082,14.4188,0.84609,-2.04594,1,3.83534,-0.4407,-3.25656,1.97747,3.28625,0.570319,-1.70531,-1,3.01188
147222,220276097,27.0295,7.60346,17.2557,-19.3655,18.8566,-0.900329,1.15576,1,11.4943,3.8099,5.49211,-9.35096,6.68421,-1.13738,0.964308,-1,3.42368
147222,122271457,25.0651,20.4857,12.7195,-6.84184,24.1133,-0.280062,0.555644,-1,4.3799,2.65147,2.87323,-1.97427,3.9097,-0.48565,0.825516,1,3.28987
147222,125673989,5.37863,-5.01898,0.550293,1.85383,5.04906,0.359378,3.03239,-1,13.8687,-13.4374,3.42574,0.204309,13.8672,0.0147327,2.89197,1,3.12689
147222,133911167,41.3091,-10.9072,-8.33297,-38.962,13.7261,-1.76611,-2.4892,1,20.1786,-3.57185,-3.31423,-19.5815,4.8726,-2.09924,-2.39359,-1,2.8464
147222,242668053,4.63825,2.95638,-3.327,1.30548,4.45074,0.289266,-0.844314,1,14.6048,10.4657,-10.1393,-0.981757,14.5718,-0.067323,-0.76956,-1,2.94902
147222,298991057,8.58816,5.96019,-0.769699,6.13516,6.00969,0.896061,-0.128429,-1,16.525,14.171,-1.72789,8.32313,14.2759,0.55421,-0.121333,1,3.18251
147222,76366343,10.0558,1.36928,4.86894,8.69123,5.05782,1.3101,1.29665,1,19.3267,5.72159,13.5664,12.5194,14.7236,0.771463,1.17169,-1,4.82645
147222,77380777,12.4997,8.48569,-2.15152,8.92223,8.7542,0.894881,-0.248314,-1,18.6767,11.6429,-5.82461,13.3916,13.0186,0.901492,-0.463865,1,2.29775
147222,51970494,17.0315,-13.216,-1.30931,10.6627,13.2807,0.734909,-3.04285,-1,3.53566,-3.31455,0.329089,1.1859,3.33085,0.348914,3.04263,1,2.89768
147222,52079383,32.9618,-10.1786,-4.15132,31.0748,10.9926,1.76223,-2.75434,1,76.08,-17.9314,-9.21333,73.3604,20.1599,2.0032,-2.66696,1,3.82388
147222,212632942,11.9671,0.0262661,-4.33525,11.1542,4.33533,1.67396,-1.56474,1,30.368,1.40382,-7.3779,29.4247,7.51027,2.07461,-1.38277,-1,2.52426
147222,213596478,9.47984,0.823956,4.22572,8.44581,4.3053,1.42639,1.37823,1,59.4724,5.2609,16.1457,56.9966,16.9812,1.92552,1.25581,-1,4.43729
147222,159895848,14.7219,-9.32775,-8.6703,7.386,12.735,0.551578,-2.39271,-1,4.69104,-4.09513,-1.64122,1.59442,4.41177,0.353964,-2.76042,-1,3.11654
147222,145545341,3.57751,2.00574,2.48663,1.61005,3.19473,0.484761,0.892038,1,13.2101,5.13906,11.5266,3.90308,12.6203,0.304541,1.1514,-1,2.00253
147222,149402943,14.1125,2.36908,11.8732,7.25107,12.1073,0.567884,1.37385,1,3.4172,-0.0845184,3.33076,0.759062,3.33183,0.225895,1.59617,-1,2.598
147222,154560238,23.8599,14.9606,-6.73259,-17.3247,16.4057,-0.920434,-0.422871,-1,13.2011,6.96136,-2.82018,-10.8561,7.51092,-1.16408,-0.384911,1,2.7438
